Growless Cave  (2907,5347)  (2979,5309)  (3053,5294)  (3087,5241)  | overflowToLeft=false
Garren's Haunt  (2663,3985)  (2613,4034)  (2665,4035)  (2659,3935)  (2709,3935)  (2713,3985)  (2612,4084)  | overflowToLeft=false
Elder's Square  (4076,660)  (4040,700)  (4127,705)  (4062,758)  (4121,760)  | overflowToLeft=false
Durnholde Fields  (3774,5673)  (3771,5723)  (3735,5623)  (3785,5623)  | overflowToLeft=false
Silverpine Road  (2384,5684)  (2434,5683)  (2317,5674)  (2252,5613)  (2554,5700)  | overflowToLeft=false
The Dead Scar  (5131,2548)  (5194,2485)  (5244,2407)  (5237,2315)  (5238,2197)  | overflowToLeft=false
Twin Ziggurats  (5013,3009)  (4963,2991)  (5027,3059)  (5032,3109)  | overflowToLeft=false
River Arevass  (2088,4938)  | overflowToLeft=false
The Slaughter House  (3664,163)  (3717,163)  | overflowToLeft=false
Zeb'Tela  (5581,2985)  (5584,2935)  (5631,2987)  (5673,2875)  | overflowToLeft=false
The Decrepit Ferry  (2239,5063)  (2189,5049)  (2238,5113)  (2239,5013)  (2289,5018)  (2174,4999)  (2227,5163)  | overflowToLeft=false
Emberstone Village  (2291,6043)  (2241,6048)  (2340,6093)  (2279,5993)  (2329,5993)  (2341,6043)  (2290,6098)  (2379,5955)  (2344,6143)  (2294,6148)  | overflowToLeft=false
Silvermoon City  (5400,1752)  (5350,1801)  (5350,1751)  (5449,1802)  (5400,1702)  (5450,1702)  (5450,1752)  (5348,1701)  (5396,1851)  (5346,1851)  (5499,1802)  (5500,1658)  (5500,1708)  (5364,1651)  | overflowToLeft=false
Ruins of Alterac  (3040,5134)  (3076,5084)  (3070,5034)  | overflowToLeft=false
Sorrow Hill  (3812,4981)  (3762,5030)  (3762,4980)  (3862,4945)  (3862,4995)  (3760,4930)  (3712,5058)  (3912,4908)  (3912,4958)  | overflowToLeft=false
Keel Harbour  (1796,6094)  (1846,6106)  (1875,6172)  (1925,6170)  | overflowToLeft=false
Fairbreeze Village  (5091,2211)  (5041,2260)  (5041,2210)  (5140,2261)  (5091,2161)  (5141,2161)  (5141,2211)  (5039,2160)  (5182,2311)  (4989,2145)  (5185,2361)  | overflowToLeft=false
Zun'watha  (4148,5381)  (4098,5373)  (4198,5363)  (4199,5413)  (4100,5323)  (4048,5364)  (4249,5375)  | overflowToLeft=false
Boulder'gor  (4008,6061)  (3958,6107)  (3958,6057)  (4057,6111)  (4008,6011)  (4058,6011)  (4058,6061)  (3955,6007)  | overflowToLeft=false
The Weeping Cave  (4163,4323)  (4113,4366)  (4212,4373)  (4158,4273)  (4152,4223)  | overflowToLeft=false
Faldir's Cove  (3979,6508)  (3924,6522)  (3855,6556)  (3801,6578)  | overflowToLeft=false
Darrowmere Lake  (3999,4726)  (4048,4776)  (3998,4776)  (3972,4676)  (4022,4676)  (4049,4726)  (4072,4653)  (4098,4776)  (4098,4826)  (4048,4826)  (4099,4703)  (4122,4624)  (4148,4753)  (4148,4803)  (4148,4853)  (4149,4674)  (4172,4623)  (4198,4724)  (4198,4774)  (4198,4824)  (4199,4673)  (4206,4874)  (4222,4607)  (4248,4723)  (4248,4773)  (4248,4823)  (4249,4657)  (4272,4577)  (4298,4707)  (4298,4757)  (4298,4807)  (4299,4627)  (4322,4553)  (4348,4677)  (4348,4727)  (4348,4777)  (4348,4827)  (4349,4603)  (4398,4656)  (4398,4706)  (4398,4756)  (4398,4806)  (4448,4673)  (4448,4779)  | overflowToLeft=false
Dread Chain  (1436,1707)  (1501,1707)  (1571,1713)  (1637,1743)  (1401,1770)  (1475,1774)  (1532,1776)  (1602,1802)  (1412,1832)  (1470,1838)  (1528,1840)  (1596,1863)  (1451,1892)  (1527,1894)  (1487,1651)  | overflowToLeft=false
Elrendar Crossing  (5199,2681)  (5149,2709)  (5249,2681)  | overflowToLeft=false
South Tide's Run  (2089,5713)  (2039,5729)  (2139,5701)  (1989,5718)  | overflowToLeft=false
An'owyn  (5309,3135)  (5259,3139)  (5359,3122)  | overflowToLeft=false
Runestone Falithas  (5061,2479)  (5063,2529)  (5111,2461)  | overflowToLeft=false
Misty Shore  (2972,4921)  (2910,5032)  (2802,5112)  | overflowToLeft=false
Scarlet Enclave  (5978,4009)  (5928,4058)  (6027,4059)  (5939,3959)  (5989,3959)  (6028,4009)  (6039,3948)  (5878,4101)  (6077,4059)  (6069,4109)  (5916,3909)  (5966,3909)  (6078,3998)  (6016,3898)  (6089,3906)  (5828,4142)  (6139,3902)  (5778,4114)  (6189,3912)  (5728,4114)  (5787,4282)  (5791,4332)  (5831,4382)  (5781,4382)  (5805,4432)  | overflowToLeft=false
Living Wood Range  (5429,2374)  | overflowToLeft=false
Whispering Mountains  (1487,4368)  (1437,4417)  (1437,4348)  (1536,4418)  (1487,4318)  (1537,4318)  (1537,4368)  (1423,4298)  (1486,4467)  (1436,4467)  (1554,4468)  (1473,4268)  (1523,4268)  (1504,4517)  (1593,4518)  (1455,4218)  (1505,4218)  (1555,4218)  (1615,4182)  (1543,4567)  (1597,4568)  (1486,4168)  (1624,4132)  (1547,4617)  (1599,4618)  (1700,4093)  (1750,4074)  (1782,4664)  (1601,4668)  (1800,4055)  (1732,4682)  (1845,4664)  (1846,4413)  (1850,4027)  (1854,4360)  (1863,4585)  (1875,4463)  (1877,4535)  (1893,4213)  (1895,4635)  (1896,4410)  (1900,4017)  (1913,4585)  (1943,4189)  (1944,4067)  (1945,4635)  (1972,4685)  (1995,4604)  (2022,4654)  (2022,4704)  (2072,4687)  (2075,4618)  (2117,4576)  (2166,4623)  (2205,4546)  (2266,4594)  | overflowToLeft=false

Grimesilt Dig Site  (3811,8960)  (3853,9010)  (3770,8910)  (3861,8935) 
Shimmer Ridge  (2947,8107)  (2996,8157)  (2946,8157)  (2910,8057)  (2960,8057)  (2997,8107)  (3010,8044)  (2896,8183)  (3003,8207)  (2953,8207)  (3047,8094) 
Grim Batol  (4729,7644)  (4679,7693)  (4679,7643)  (4740,7694)  (4779,7627)  (4677,7593) 
Stonesplinter Cavern  (4338,8128)  (4294,8078) 
Karazhan Village  (3996,11372) 
Bogpaddle  (5044,10563)  (4994,10581)  (5040,10513)  (5094,10524)  (5094,10574) 
Dustwind Dig  (4676,8930)  (4626,8931)  (4726,8927) 
Garrison Armory  (4486,11210)  (4535,11260)  (4449,11160)  (4536,11172) 
Demont's Place  (1891,11218)  (1841,11195)  (1935,11268)  (1885,11268)  (1891,11168)  (1941,11318)  (1891,11318)  (1853,11118)  (1854,11068) 
Vul'Gol Ogre Mound  (2961,11263)  (2911,11276)  (3011,11281) 
The Loch  (4636,8216)  (4586,8259)  (4586,8209)  (4685,8266)  (4636,8166)  (4686,8166)  (4686,8216)  (4578,8159)  (4635,8309)  (4735,8266)  (4735,8316)  (4685,8316)  (4628,8116)  (4678,8116)  (4728,8116)  (4736,8166)  (4736,8216)  (4578,8109)  (4635,8359)  (4785,8266)  (4785,8316)  (4750,8366)  (4700,8366)  (4628,8066)  (4678,8066)  (4728,8066)  (4578,8021)  (4702,8416)  (4628,8016)  (4678,8016)  (4588,7966)  (4638,7966)  (4688,7966) 
Lake Nazferiti  (3087,11775)  (3078,11725) 
Shalewind Canyon  (4665,10488)  (4615,10480)  (4715,10475) 
The Rotting Orchard  (3350,11274)  (3376,11324)  (3319,11224)  (3369,11224) 
Nethergarde Keep  (4645,11244)  (4672,11294)  (4695,11201) 
Ironband's Excavation Site  (4960,8402) 
Sea of Cinders  (3488,9198)  (3438,9224)  (3438,9174)  (3488,9148)  (3538,9148)  (3538,9198)  (3588,9169)  (3588,9219) 
The Maclure Vineyards  (2821,10705) 
Amberstill Ranch  (3517,8315)  (3467,8364)  (3467,8314)  (3517,8265)  (3567,8273)  (3567,8323)  (3617,8324) 
Lakeshire  (4017,10291)  (3967,10310)  (4067,10280)  (3917,10313)  (4117,10282) 
The Maker's Terrace  (4693,8667) 
Blackrock Mountain  (3476,9367)  (3426,9415)  (3461,9317)  (3526,9373) 
Brackwell Pumpkin Patch  (3290,10592)  (3240,10597)  (3340,10570)  (3340,10620)  (3190,10597)  (3390,10556)  (3390,10606)  (3140,10557) 
Dagger Hills  (2335,11473)  (2285,11522)  (2285,11472)  (2384,11523)  (2335,11423)  (2385,11423)  (2385,11473)  (2283,11422)  (2334,11572)  (2235,11557)  (2235,11507)  (2434,11523)  (2418,11573)  (2435,11401)  (2435,11451)  (2233,11457)  (2185,11559)  (2185,11509)  (2484,11501)  (2485,11394)  (2485,11444)  (2183,11459)  (2535,11385)  (2535,11435)  (2585,11389)  (2585,11439)  (2635,11395)  (2635,11445) 
Darkshire  (3496,11058)  (3541,11108)  (3491,11108)  (3472,11008)  (3522,11008)  (3546,11058)  (3441,11113)  (3572,10991) 
Splinterspear Junction  (4426,11008)  (4337,11018)  (4476,11000)  (4476,11050)  (4287,11026) 
Jangolode Mine  (2126,10705) 
Blackrock Altar of Storms  (3195,9473)  (3145,9502)  (3145,9452)  (3244,9523)  (3195,9423)  (3245,9434)  (3123,9402)  (3194,9552)  (3095,9470)  (3294,9539)  (3244,9573) 
Dustfire Valley  (3712,8789)  (3675,8739)  (3762,8793)  (3725,8695) 
The Slag Pit  (3437,9070)  (3387,9100)  (3487,9055)  (3337,9080)  (3537,9056)  (3587,9052) 
Crystal Lake  (3045,10457)  (2995,10487)  (2995,10437)  (3076,10507)  (3045,10407)  (3095,10407)  (3095,10457)  (2974,10387) 
Stonesplinter Mountains  (4430,8416) 
SW Mountain 2  (2652,9204)  (2602,9253)  (2602,9203)  (2701,9254)  (2652,9154)  (2702,9154)  (2702,9204)  (2600,9153)  (2651,9303)  (2601,9303)  (2552,9253)  (2552,9203)  (2751,9254)  (2751,9304)  (2701,9304)  (2551,9304)  (2650,9104)  (2700,9104)  (2750,9104)  (2752,9154)  (2752,9204)  (2550,9153)  (2550,9103)  (2600,9103)  (2800,9056)  (2502,9254)  (2502,9204)  (2801,9254)  (2801,9304)  (2781,9354)  (2501,9319)  (2650,9054)  (2700,9054)  (2750,9054)  (2802,9106)  (2802,9156)  (2500,9154)  (2500,9104)  (2500,9054)  (2550,9053)  (2600,9053)  (2800,9006)  (2850,9006)  (2850,9056)  (2452,9269)  (2452,9219)  (2851,9206)  (2851,9256)  (2851,9306)  (2451,9004)  (2650,9004)  (2700,9004)  (2750,9004)  (2852,9106)  (2852,9156) 
SW Mountain 1  (2570,9600)  (2520,9649)  (2520,9599)  (2619,9650)  (2570,9550)  (2620,9550)  (2620,9600)  (2518,9549)  (2569,9699)  (2519,9699)  (2470,9649)  (2470,9599)  (2669,9650)  (2669,9700)  (2619,9700)  (2469,9700)  (2568,9500)  (2618,9500)  (2668,9500)  (2670,9550)  (2670,9600)  (2468,9549)  (2468,9499)  (2518,9499)  (2718,9452)  (2569,9749)  (2519,9749)  (2420,9650)  (2420,9600)  (2719,9650)  (2719,9700)  (2719,9750)  (2669,9750)  (2619,9750)  (2469,9750)  (2419,9750)  (2419,9700)  (2568,9450)  (2618,9450)  (2668,9450)  (2720,9502)  (2720,9552)  (2418,9550)  (2418,9500)  (2418,9450)  (2468,9449)  (2518,9449)  (2768,9417)  (2569,9799)  (2519,9799)  (2370,9650)  (2370,9600) 
Raven Hill  (2677,11151)  (2627,11200)  (2727,11108) 
Wetland Road  (4310,7295)  (4354,7345)  (4404,7382)  (4162,7153) 
Dun Morogh Airfield  (3725,8098)  (3675,8147)  (3774,8148)  (3689,8048)  (3739,8048)  (3625,8170)  (3824,8110)  (3691,7998)  (3741,7998)  (3681,7948)  (3731,7948)  (3699,7898)  (3701,7848) 
Kharanos  (3142,8332)  (3092,8336)  (3092,8286)  (3177,8382)  (3142,8282)  (3192,8282)  (3192,8332)  (3127,8386)  (3042,8292)  (3242,8347) 
The Dagger Hills  (2067,11480) 
The Yorgen Farmstead  (3194,11280)  (3144,11297)  (3144,11247)  (3244,11267) 
Fargodeep Mine  (2794,10598)  (2754,10648)  (2805,10548) 
Sentinel Hill  (2232,10982)  (2182,11031)  (2182,10981)  (2281,11032)  (2282,10941)  (2207,10931)  (2132,11006)  (2331,10991) 
Mosshide Fen  (4421,7587)  (4446,7637)  (4396,7637)  (4421,7537) 
Ridgepoint Tower  (3618,10583)  (3568,10632)  (3568,10582)  (3663,10633)  (3668,10539)  (3713,10589)  (3518,10588)  (3718,10536)  (3516,10538) 
Wetland Mountains  (3934,7392)  (3884,7441)  (3884,7391)  (3983,7442)  (3934,7342)  (3984,7342)  (3984,7392)  (3882,7341)  (3933,7491)  (3883,7491)  (3834,7441)  (3834,7391)  (4033,7442)  (4033,7492)  (3983,7492)  (3833,7492)  (3989,7292)  (4034,7342)  (4034,7392)  (3795,7341)  (3784,7442)  (3784,7392)  (4083,7442)  (4083,7492)  (4083,7542)  (4084,7319)  (4084,7369)  (3757,7291)  (3745,7342)  (4133,7419)  (4133,7469)  (4133,7519)  (4134,7331)  (3707,7292)  (3695,7391)  (4183,7381)  (4183,7431)  (4183,7525)  (3657,7341)  (3645,7396)  (4233,7406)  (3595,7408) 
Gates of Zul'Gurub  (3344,11729)  (3294,11708)  (3344,11779)  (3394,11726) 
Loch Isles  (4734,8175) 
Whelping Downs  (3328,9767)  (3278,9816)  (3278,9766)  (3377,9817)  (3328,9717)  (3378,9717)  (3378,9767)  (3276,9716)  (3327,9866)  (3228,9806)  (3427,9817)  (3427,9867)  (3377,9867)  (3326,9667)  (3428,9679)  (3428,9729)  (3226,9756)  (3226,9706)  (3276,9666)  (3176,9751)  (3176,9701) 
Dreadmaul Rock  (4685,9529)  (4635,9571)  (4635,9521)  (4734,9579)  (4685,9479)  (4735,9479)  (4735,9529)  (4626,9471)  (4684,9621)  (4736,9629)  (4775,9429) 
Valley of Kings  (4244,8513)  (4209,8575) 
Blackchar Path  (3196,9091)  (3146,9052)  (3233,9141)  (3183,9141)  (3196,9041)  (3283,9144)  (3129,9002)  (3233,9191)  (3179,8991)  (3229,8991)  (3298,9194)  (3117,8952)  (3248,9241)  (3167,8941)  (3333,9244) 
Gates of Ironforge  (3155,8155)  (3105,8179)  (3202,8105)  (3205,8155) 
Loch Modan Mountains  (4206,8202)  (4156,8251)  (4156,8201)  (4255,8252)  (4206,8152)  (4256,8185)  (4154,8151)  (4205,8301)  (4106,8227)  (4260,8302)  (4204,8102)  (4104,8109)  (4154,8101)  (4083,8059)  (4210,8351)  (4260,8352)  (4204,8052)  (4133,8051)  (4160,8376)  (4019,8256)  (4120,8001)  (4110,8405)  (4060,8416)  (4010,8419)  (4174,8426)  (4126,7951)  (4124,8455)  (4074,8466)  (4024,8469)  (4180,8476)  (3974,8486)  (4176,7908)  (4226,7906)  (4126,7901)  (4130,8505)  (4080,8516)  (4030,8519)  (3980,8536)  (4176,7858)  (4494,7857)  (4226,7856)  (4361,7856)  (4411,7854)  (4142,8555)  (4544,7849)  (4276,7841)  (4092,8566)  (4461,7807)  (4218,7806)  (4326,7806)  (4376,7804) 
Algaz Station  (4307,7980)  (4357,7985) 
Ironforge  (3299,7963)  (3249,8012)  (3249,7962)  (3322,8013)  (3299,7913)  (3349,7913)  (3349,7963)  (3247,7912)  (3199,7990)  (3285,8063)  (3399,7918)  (3399,7968)  (3197,7940)  (3449,7924)  (3449,7974)  (3147,7913)  (3499,7938)  (3499,7988) 
Vice  (4045,11250)  (3995,11281)  (3995,11231)  (4094,11300)  (4045,11200)  (4095,11234)  (3945,11275) 
Twillight Placeholder  (5578,7502)  (5528,7551)  (5528,7501)  (5627,7552)  (5578,7452)  (5628,7452)  (5628,7502)  (5526,7451)  (5577,7601)  (5527,7601)  (5478,7551)  (5478,7501)  (5677,7552)  (5677,7602)  (5627,7602)  (5477,7602)  (5576,7402)  (5626,7402)  (5676,7402)  (5678,7452)  (5678,7502)  (5476,7451)  (5476,7401)  (5526,7401)  (5726,7354)  (5577,7651)  (5527,7651)  (5428,7552)  (5428,7502)  (5727,7552)  (5727,7602)  (5727,7652)  (5677,7652)  (5627,7652)  (5477,7652)  (5427,7652)  (5427,7602)  (5576,7352)  (5626,7352)  (5676,7352)  (5728,7404)  (5728,7454)  (5426,7452)  (5426,7402)  (5426,7352)  (5476,7351)  (5526,7351)  (5726,7304)  (5776,7304)  (5776,7354)  (5577,7701)  (5527,7701)  (5378,7552)  (5378,7502) 
Valley of Fangs  (4534,9013) 
Shifting Mire  (4697,10768)  (4647,10791)  (4647,10741)  (4746,10818)  (4697,10718)  (4747,10718)  (4747,10768)  (4597,10757)  (4777,10868)  (4846,10918)  (4796,10918)  (4746,10925)  (4785,10975) 
Dustbowl  (4336,9006)  (4286,9038)  (4368,9056)  (4372,8956)  (4422,8920)  (4236,9007)  (4472,8888) 
East Ironforge Mountain  (3532,7710)  (3482,7759)  (3482,7709)  (3581,7760)  (3532,7660)  (3582,7660)  (3582,7710)  (3480,7659)  (3531,7809)  (3481,7809)  (3432,7759)  (3432,7709)  (3631,7760)  (3631,7810)  (3581,7810)  (3530,7610)  (3580,7610)  (3630,7610)  (3632,7660)  (3632,7710)  (3430,7659)  (3430,7609)  (3480,7609)  (3680,7599)  (3531,7859)  (3382,7712)  (3641,7860)  (3591,7860)  (3682,7649)  (3682,7699)  (3380,7662)  (3380,7612)  (3380,7562)  (3430,7559)  (3480,7559)  (3592,7910)  (3330,7679)  (3330,7629)  (3454,7509)  (3504,7509)  (3591,7960)  (3623,8010)  (3573,8045)  (3399,8054)  (3488,8059)  (3538,8095)  (3488,8109)  (3359,8113)  (3504,8159)  (3338,8163)  (3555,8193) 
Beggar's Haunt  (3658,10915) 
Dun Morogh Mountains  (3440,8617)  (3390,8666)  (3390,8616)  (3489,8667)  (3440,8567)  (3490,8567)  (3490,8617)  (3388,8566)  (3439,8716)  (3389,8716)  (3340,8649)  (3539,8667)  (3539,8717)  (3489,8717)  (3540,8523)  (3540,8573)  (3338,8599)  (3338,8549)  (3439,8766)  (3589,8623)  (3589,8673)  (3589,8723)  (3539,8767)  (3489,8767)  (3590,8537)  (3288,8647)  (3288,8597)  (3288,8547)  (3595,8773)  (3639,8587)  (3238,8666)  (3238,8616)  (3238,8566)  (3238,8516)  (3219,8718)  (3689,8546)  (3689,8596)  (3188,8668)  (3188,8618)  (3188,8568)  (3169,8751)  (3739,8554)  (3739,8604)  (3138,8701)  (3138,8651)  (3119,8760)  (3789,8553)  (3789,8603)  (3088,8710)  (3088,8660)  (3796,8720) 
Deadmines  (2127,11325) 
Crystalvein Hills  (2878,12789)  (2828,12838)  (2828,12788)  (2916,12839)  (2928,12744) 
North Gate Outpost  (4018,8126)  (4001,8076)  (4046,7985) 
Alther's Mill  (4337,10307)  (4417,10284) 
Twilight Camp  (4679,8037) 
The Wetlands  (3945,7124)  (3895,7132)  (3995,7114)  (3845,7129)  (4045,7123) 
Pillar of Ash  (4213,9833)  (4163,9882)  (4163,9832)  (4262,9883)  (4213,9783)  (4263,9783)  (4263,9833)  (4161,9782)  (4113,9900)  (4113,9850)  (4312,9883)  (4271,9733)  (4313,9806)  (4111,9800)  (4083,9750)  (4063,9895)  (4362,9856)  (4362,9906)  (4061,9803) 
Apocryphan's Rest  (4128,9090)  (4157,9040)  (4178,9090) 
Khaz Modan Mountains  (3937,7781)  (3887,7830)  (3887,7780)  (3986,7831)  (3937,7731)  (3987,7731)  (3987,7781)  (3885,7730)  (3936,7880)  (3886,7880)  (3837,7830)  (3837,7780)  (4036,7831)  (4036,7881)  (3986,7881)  (3836,7881)  (3935,7681)  (3985,7681)  (4035,7681)  (4037,7731)  (4037,7781)  (3835,7730)  (3835,7680)  (3885,7680)  (4085,7633)  (3936,7930)  (3886,7930)  (3787,7831)  (3787,7781)  (3991,7931)  (3836,7931)  (3935,7631)  (3985,7631)  (4035,7631)  (4087,7683)  (4087,7733)  (4087,7783)  (3785,7731)  (3785,7681)  (3785,7631)  (3835,7630)  (3885,7630)  (3941,7980)  (3891,7980)  (3841,7981)  (3777,7581)  (3935,7581)  (4137,7703)  (4137,7753)  (3827,7580)  (3877,7580) 
Kurzen's Compound  (3212,11570)  (3162,11619)  (3162,11569)  (3261,11620)  (3212,11520)  (3262,11520)  (3262,11570)  (3160,11519)  (3112,11639)  (3112,11589)  (3311,11620)  (3312,11524)  (3110,11539) 
Loch Lowland  (4835,8474)  (4884,8524)  (4834,8524)  (4798,8424)  (4848,8424)  (4934,8510)  (4863,8374) 
Thelgen Rock  (4308,7504)  (4258,7509)  (4343,7554)  (4358,7497) 
Raptor Ridge  (4657,7133)  (4607,7114)  (4706,7183)  (4656,7183)  (4657,7083)  (4707,7126) 
Wyrm's Bend  (4996,7555)  (4946,7604)  (5002,7505)  (4896,7635) 
Whelgar's Excavation Site  (3845,7230)  (3795,7231)  (3875,7280)  (3895,7207) 
Mosshide Wetland  (4504,7337)  (4454,7293)  (4539,7387)  (4489,7387)  (4504,7287)  (4554,7287)  (4417,7243)  (4537,7437)  (4467,7237)  (4604,7256)  (4536,7487) 
Lupos Land  (2862,10865)  (2812,10849)  (2911,10915)  (2762,10844)  (2917,10965)  (2712,10835) 
Goldshire  (2811,10424)  (2761,10453)  (2761,10403)  (2860,10474)  (2861,10383)  (2910,10460) 
Firewatch Ridge  (3156,8845)  (3106,8881)  (3206,8848)  (3104,8831) 
Dreadmaul Hold  (4328,11194)  (4278,11221)  (4278,11171)  (4378,11167) 
Grove Mountains  (3004,10958)  (3053,11008)  (3003,11008)  (2983,10908)  (3033,10908)  (3054,10958)  (3083,10879)  (3103,11008)  (3103,11058)  (3053,11058)  (3015,10858)  (3104,10929)  (3065,10829)  (3115,10829)  (3133,10879)  (3153,10979)  (3153,11029)  (3153,11079)  (3154,10929)  (3165,10797)  (3183,10847)  (3203,10979)  (3203,11029)  (3204,10897)  (3253,10958) 
Dun Modr  (4165,6812)  (4115,6820)  (4196,6862)  (4170,6762)  (4220,6749) 
Rebel Camp  (3036,11394)  (3039,11477)  (2989,11500)  (3040,11527) 
Lonely Road  (3554,10749)  (3504,10771)  (3454,10771)  (3734,10708)  (3784,10695) 
Stonesplinter Valley  (4430,8543) 
Blackrock Spire Foothills  (3917,9293)  (3867,9342)  (3867,9292)  (3966,9343)  (3917,9243)  (3967,9243)  (3967,9293)  (3817,9336)  (3817,9286)  (3912,9193)  (3962,9193)  (4012,9193)  (4017,9243)  (3767,9304)  (3906,9143)  (3956,9143)  (4006,9143)  (3754,9254)  (3901,9093)  (3951,9093)  (3704,9280)  (3686,9230)  (3916,9043)  (3966,9043)  (3654,9317)  (3922,8993)  (3604,9354) 
The Grizzled Den  (2989,8432)  (2939,8473)  (2939,8423)  (2995,8482)  (2989,8382)  (3039,8418) 
Altar of Sacrifice  (4162,11700)  (4112,11749)  (4112,11699)  (4203,11750)  (4162,11650)  (4212,11677)  (4112,11607)  (4153,11799)  (4203,11800)  (4153,11849) 
Stormwind  (2526,10023)  (2476,10072)  (2476,10022)  (2575,10073)  (2526,9973)  (2576,9973)  (2576,10023)  (2474,9972)  (2525,10122)  (2475,10122)  (2426,10072)  (2426,10022)  (2625,10073)  (2625,10123)  (2575,10123)  (2425,10123)  (2524,9923)  (2574,9923)  (2624,9923)  (2626,9973)  (2626,10023)  (2424,9972)  (2424,9922)  (2474,9922)  (2674,9876)  (2525,10172)  (2376,10073)  (2376,10023)  (2675,10073)  (2675,10123)  (2675,10173)  (2625,10173)  (2575,10173)  (2375,10168)  (2589,9873)  (2676,9926)  (2676,9976)  (2374,9973)  (2374,9923)  (2374,9873)  (2326,10118)  (2326,10068)  (2629,10223)  (2324,10018)  (2324,9968)  (2324,9918)  (2276,10120)  (2276,10070)  (2274,10020)  (2274,9970)  (2274,9920) 
Camp Wurg  (4478,9090) 
Deadwind Pass  (4047,11003) 
Nesingwary's Expedition  (2967,11655)  (2917,11622)  (3010,11705)  (3020,11755)  (3006,11805) 
Swiftgear Farm  (3662,6926)  (3612,6956)  (3712,6903) 
Gol'Bolar Quarry  (3636,8436)  (3586,8462)  (3586,8412)  (3686,8403)  (3686,8453) 
Sundown Marsh  (3752,7028)  (3702,7077)  (3778,6978)  (3802,7028)  (3828,6963)  (3652,7081)  (3852,7013)  (3622,7031)  (3902,6972)  (3902,7022)  (3572,7039)  (3952,7003) 
Mirror Lake Orchard  (2795,10308)  (2745,10329)  (2745,10279)  (2845,10263)  (2845,10313)  (2695,10335)  (2695,10285)  (2895,10253)  (2895,10303)  (2945,10274) 
Pyrox Flats  (3372,8925)  (3322,8967)  (3322,8917)  (3396,8975)  (3411,8875)  (3461,8851)  (3461,8901)  (3272,8917) 
Searing Peak  (4402,10104)  (4352,10153)  (4352,10103)  (4451,10154)  (4402,10054)  (4452,10054)  (4452,10104)  (4350,10053)  (4401,10203)  (4302,10119)  (4501,10154)  (4501,10204)  (4451,10204)  (4400,10004)  (4486,10004)  (4502,10054)  (4502,10104)  (4300,10069)  (4300,10019)  (4350,10003)  (4551,10154)  (4250,10023)  (4200,10030)  (4200,9980)  (4199,10159)  (4150,9972)  (4086,9965)  (4051,10067)  (4040,10017)  (4036,9967)  (4001,10075)  (3990,10025)  (3986,9975)  (3940,10048)  (3936,9998)  (3928,9948)  (3886,10022)  (3878,9972)  (3861,9922)  (3828,9982)  (3811,9932)  (3761,9961)  (3761,9911) 
Fields of Honor  (4091,9528)  (4041,9577)  (4041,9527)  (4140,9578)  (4091,9478)  (4141,9478)  (4141,9528)  (4039,9477)  (4090,9627)  (3991,9543)  (4190,9578)  (4190,9628)  (4140,9628)  (4089,9428)  (4139,9428)  (4001,9427)  (4090,9677)  (4205,9678)  (4155,9678) 
Three Corners  (3837,10559)  (3787,10534)  (3808,10609)  (3887,10511) 
Savage Coast  (2779,12213)  (2729,12262)  (2729,12212)  (2829,12194)  (2679,12269)  (2679,12219)  (2879,12194)  (2929,12200) 
Menethil Harbour  (3313,7389)  (3324,7439) 
Stone Cairn Lake  (3442,10330)  (3392,10297)  (3442,10280)  (3492,10276)  (3374,10247)  (3424,10230)  (3474,10226)  (3387,10180)  (3437,10176) 
Camp Cagg  (4146,9237)  (4096,9283)  (4096,9233)  (4196,9206) 
The Farstrider Lodge  (5079,8416)  (5062,8466)  (5129,8392) 
Blasted Lands  (4510,11422)  (4460,11453)  (4555,11472)  (4471,11372)  (4521,11372)  (4560,11422)  (4571,11361)  (4410,11448)  (4540,11522) 
Rethban Caverns  (3986,10191) 
Booty Bay  (2591,12987)  (2541,13000)  (2641,12970)  (2641,13020)  (2503,12949) 
Black Tooth Hovel  (3894,9766)  (3844,9815)  (3844,9765)  (3943,9816)  (3894,9716)  (3944,9716)  (3944,9766)  (3842,9715)  (3794,9825)  (3794,9775)  (3993,9816)  (3993,9866)  (3943,9866)  (3908,9666)  (3958,9666)  (3994,9716)  (3994,9766)  (3792,9725) 
Ruins of Jubuwal  (2895,12523)  (2845,12572)  (2845,12522)  (2906,12573)  (2895,12473)  (2945,12473)  (2945,12523)  (2795,12577)  (2795,12527)  (2995,12490) 
Mosshide Den  (4348,8300) 
Tanner Camp  (3744,9115)  (3694,9143)  (3694,9093)  (3793,9165)  (3744,9065)  (3794,9071)  (3671,9043)  (3644,9117)  (3843,9179) 
Stonard  (4610,10969)  (4560,10981)  (4651,11019)  (4654,10919) 
Yojamba Isle  (2410,11841) 
Gold Coast Quarry  (1896,10938)  (1846,10978)  (1946,10921) 
Stonewatch Keep  (4478,10392)  (4496,10442) 
Frostmane Hold  (2614,8306)  (2662,8356)  (2590,8256) 
Gnomeregan  (2595,8123)  (2545,8124)  (2645,8096)  (2645,8146)  (2695,8091) 
Uldaman Back Entrance  (4836,8897) 
Tower of Azora  (3293,10437)  (3243,10486)  (3243,10436)  (3321,10487)  (3325,10387)  (3343,10437)  (3375,10383)  (3193,10497)  (3393,10433) 
