Great Fissure  (465,13018)  (415,13044)  (415,12994)  (515,12984)  (515,13034)  | overflowToLeft=false
Space  (197,6)  (246,56)  (196,56)  (247,5)  (296,55)  (296,105)  (246,106)  (297,5)  (345,155)  (346,55)  (346,105)  (295,156)  (245,156)  (347,5)  (21,14)  (19,65)  (195,186)  (16,186)  (395,155)  (395,205)  (345,205)  (396,55)  (396,105)  (295,206)  (245,206)  (397,5)  (145,215)  (195,236)  (43,236)  (445,155)  (445,205)  (445,255)  (395,255)  (345,255)  (446,55)  (446,105)  (295,256)  (245,256)  (447,5)  (495,155)  (495,205)  (495,255)  (495,305)  (445,305)  (395,305)  (345,305)  (496,55)  (496,105)  (295,306)  (245,306)  (497,5)  | overflowToLeft=false
Shimmering Shallows  (808,8027)  (812,8084)  (873,8087)  (867,8142)  | overflowToLeft=false
The Maclure Vineyards  (2821,10705)  | overflowToLeft=false
Slaughter Square  (3775,242)  (3807,186)  (3864,183)  (3813,124)  (3761,73)  (3822,71)  | overflowToLeft=false
Scarlet Camp  (3623,4336)  (3570,4406)  (3623,4397)  (3608,4463)  | overflowToLeft=false
Stormsong Mountains  (617,8134)  (700,8152)  (803,8188)  (902,8221)  (980,8238)  (1075,8237)  (1161,8246)  (1246,8236)  (609,8227)  (691,8229)  (828,8252)  (1079,8298)  | overflowToLeft=false
Great Sea 30  (1816,5450)  (1873,5496)  (1906,5590)  (1899,5662)  (1823,5619)  (1805,5547)  (1717,5507)  (1729,5413)  (1805,5366)  (1705,5329)  (1625,5402)  | overflowToLeft=false
Great Sea 32  (988,4104)  (931,4213)  (867,4408)  (756,4360)  (796,4248)  (853,4132)  (978,3934)  (824,3996)  (696,4247)  (657,4450)  (806,4486)  (956,4503)  (1089,4014)  | overflowToLeft=false
Great Sea 31  (1671,4855)  (1746,4921)  (1830,5003)  (1797,5089)  (1713,5015)  (1630,4969)  (1667,4773)  (1564,4874)  (1560,4781)  (1451,4790)  (1545,5029)  (1649,5088)  (1740,5166)  (1482,4926)  | overflowToLeft=false
Greengill Coast  (5341,642)  (5342,806)  (5298,967)  | overflowToLeft=false
Tempest's Reach  (2330,6304)  (2280,6325)  (2379,6354)  (2284,6254)  (2334,6254)  (2380,6304)  (2384,6250)  (2329,6375)  (2376,6200)  (2349,6425)  | overflowToLeft=false
Dustfire Valley  (3712,8789)  (3675,8739)  (3762,8793)  (3725,8695)  | overflowToLeft=false
Obsidian Lair  (5630,7955)  (5636,8012)  (5677,7908)  (5681,7959)  (5684,8012)  (5727,7906)  (5729,7954)  (5743,8009)  | overflowToLeft=false
Throne of Kil'Jaeden Mountains  (1033,12305)  (983,12334)  (1083,12301)  (933,12346)  (1133,12328)  (1148,12378)  (890,12396)  (1143,12496)  (1093,12515)  (1043,12527)  | overflowToLeft=false
Barrowknoll Cemetery  (805,8953)  (758,8997)  (751,8941)  (803,8901)  (745,8880)  | overflowToLeft=false
Sagehold  (1367,7737)  (1419,7751)  (1369,7790)  (1421,7804)  (1432,7858)  | overflowToLeft=false
Sentinel Hill  (2232,10982)  (2182,11031)  (2182,10981)  (2281,11032)  (2282,10941)  (2207,10931)  (2132,11006)  (2331,10991)  | overflowToLeft=false
Mosshide Fen  (4421,7587)  (4446,7637)  (4396,7637)  (4421,7537)  | overflowToLeft=false
Daggermaw Mountains  (851,11536)  (687,11397)  (546,11476)  | overflowToLeft=false
Ridgepoint Tower  (3618,10583)  (3568,10632)  (3568,10582)  (3663,10633)  (3668,10539)  (3713,10589)  (3518,10588)  (3718,10536)  (3516,10538)  | overflowToLeft=false
Throne of Kil'Jaeden  (1027,12430)  (977,12459)  (977,12409)  (1055,12380)  (1077,12430)  | overflowToLeft=false
Crystalvein Hills  (2878,12789)  (2828,12838)  (2828,12788)  (2916,12839)  (2928,12744)  | overflowToLeft=false
Forge Camp Anger  (982,11735)  | overflowToLeft=false
Hellfire Citadel  (720,12861)  (670,12898)  (670,12848)  (770,12852)  (620,12873)  (570,12872)  | overflowToLeft=false
Tiragarde Sound  (1229,8606)  (1169,8644)  (1179,8707)  (1235,8710)  (1294,8745)  (1354,8751)  (1415,8750)  (1485,8748)  | overflowToLeft=false
Forge Camp Wrath  (195,11705)  (145,11720)  | overflowToLeft=false
Darrowshire  (4845,4600)  (4795,4621)  (4895,4568)  (4895,4618)  | overflowToLeft=false
Nightmare Vale  (2350,4377)  (2300,4426)  (2300,4376)  (2399,4427)  (2350,4327)  (2400,4327)  (2400,4377)  (2298,4326)  | overflowToLeft=false
Tal'doren  (2131,6412)  (2081,6461)  (2081,6411)  (2181,6380)  (2181,6430)  (2031,6509)  (2231,6382)  | overflowToLeft=false
The Sepulcher  (2054,5103)  (2004,5107)  (2098,5053)  (2104,5103)  | overflowToLeft=false
Kurzen's Compound  (3212,11570)  (3162,11619)  (3162,11569)  (3261,11620)  (3212,11520)  (3262,11520)  (3262,11570)  (3160,11519)  (3112,11639)  (3112,11589)  (3311,11620)  (3312,11524)  (3110,11539)  | overflowToLeft=false
Obsidian Forest  (5850,7882)  (5845,7828)  (5901,7826)  (5906,7886)  (5903,7947)  (5845,7956)  (5796,7912)  (5788,7849)  (5793,7791)  (5846,7768)  (5961,7817)  (5972,7885)  | overflowToLeft=false
Devouring Breach  (5851,7515)  (5865,7570)  (5700,7595)  (5752,7598)  (5805,7591)  (5877,7620)  | overflowToLeft=false
Overlook River  (4736,5114)  | overflowToLeft=false
Thelgen Rock  (4308,7504)  (4258,7509)  (4343,7554)  (4358,7497)  | overflowToLeft=false
Eastwall Tower  (5442,4061)  (5345,3965)  (5412,3944)  (5481,3971)  (5540,3978)  (5413,4001)  (5381,4064)  (5509,4042)  (5378,4130)  (5448,4126)  (5509,4103)  (5383,4189)  | overflowToLeft=false
Mosshide Wetland  (4504,7337)  (4454,7293)  (4539,7387)  (4489,7387)  (4504,7287)  (4554,7287)  (4417,7243)  (4537,7437)  (4467,7237)  (4604,7256)  (4536,7487)  | overflowToLeft=false
Whelgar's Excavation Site  (3845,7230)  (3795,7231)  (3875,7280)  (3895,7207)  | overflowToLeft=false
Chillwind Point  (4025,5003)  (4320,4908)  (3879,5082)  (3671,5255)  | overflowToLeft=false
Firewatch Ridge  (3156,8845)  (3106,8881)  (3206,8848)  (3104,8831)  | overflowToLeft=false
Scarlet Watchtower  (2555,4472)  (2505,4476)  (2593,4522)  (2518,4422)  (2568,4422)  (2543,4526)  (2592,4576)  | overflowToLeft=false
Emberstone Mountains  (2538,5869)  (2488,5901)  (2488,5851)  (2588,5846)  (2588,5896)  (2469,5801)  (2638,5875)  (2419,5806)  (2419,5756)  (2487,5751)  (2369,5784)  (2319,5784)  (2269,5795)  (2269,5745)  (2219,5817)  (2219,5767)  | overflowToLeft=false
Grove Mountains  (3036,11092)  (3006,11020)  (2995,10947)  (3010,10868)  (3066,10808)  (3144,10797)  (3219,10838)  (3242,10910)  (3236,11005)  (3180,11068)  | overflowToLeft=false
Rebel Camp  (3036,11394)  (3039,11477)  (2989,11500)  (3040,11527)  | overflowToLeft=false
The Overlook Cliffs  (4842,5820)  (4908,5852)  (4923,5925)  (5005,5863)  (5022,5940)  (5087,5856)  (5102,5955)  (5162,5819)  (5179,5891)  (5202,5739)  (5262,5788)  | overflowToLeft=false
Aerie Mountains  (3826,5164)  (3776,5213)  (3776,5163)  (3875,5214)  (3876,5129)  (3825,5263)  (3775,5263)  (3926,5117)  (3858,5313)  (3808,5313)  (3758,5313)  (3976,5101)  (3976,5151)  (3708,5319)  (3658,5331)  (3853,5363)  (4026,5074)  (4026,5124)  (4026,5174)  (3649,5381)  (3608,5331)  (3599,5385)  (4076,5063)  (4076,5113)  (4076,5163)  (4082,4941)  (4092,4991)  (4112,5213)  (4126,5041)  (4126,5134)  | overflowToLeft=false
The Grizzled Den  (2989,8432)  (2939,8473)  (2939,8423)  (2995,8482)  (2989,8382)  (3039,8418)  | overflowToLeft=false
Tower of Arathor  (3642,6363)  (3663,6314)  (3721,6316)  (3699,6376)  | overflowToLeft=false
Dalson's Tears  (3716,4383)  (3779,4393)  (3684,4434)  (3744,4450)  (3799,4462)  | overflowToLeft=false
Krakenbane Cove  (569,8356)  (526,8309)  (477,8275)  (480,8206)  (485,8145)  (516,8082)  (586,8031)  (684,8052)  (751,8079)  | overflowToLeft=false
Trogma's Claim  (896,12128)  | overflowToLeft=false
Gallow's Corner  (3183,5135)  | overflowToLeft=false
Witherbark Village  (4634,6348)  (4584,6397)  (4584,6347)  (4683,6398)  (4634,6298)  (4684,6299)  (4733,6391)  (4625,6248)  (4675,6248)  | overflowToLeft=false
Shaol'watha  (5177,5307)  (5127,5315)  (5127,5265)  (5226,5357)  (5227,5301)  (5106,5215)  (5077,5295)  (5276,5351)  | overflowToLeft=false
Havenshire  (5972,4286)  (5922,4335)  (5922,4285)  (6021,4336)  (5972,4236)  (6022,4236)  (6022,4286)  (5920,4235)  (5971,4385)  (5921,4385)  (5872,4305)  (6071,4336)  (6060,4386)  (5970,4186)  (6020,4186)  (6070,4186)  (6072,4236)  (6072,4286)  (5870,4255)  (5885,4185)  | overflowToLeft=false
Pyrox Flats  (3372,8925)  (3322,8967)  (3322,8917)  (3396,8975)  (3411,8875)  (3461,8851)  (3461,8901)  (3272,8917)  | overflowToLeft=false
The Hoard  (3017,923)  (2947,867)  (2890,899)  (2960,933)  (2905,975)  | overflowToLeft=false
Fields of Honor  (4091,9528)  (4041,9577)  (4041,9527)  (4140,9578)  (4091,9478)  (4141,9478)  (4141,9528)  (4039,9477)  (4090,9627)  (3991,9543)  (4190,9578)  (4190,9628)  (4140,9628)  (4089,9428)  (4139,9428)  (4001,9427)  (4090,9677)  (4205,9678)  (4155,9678)  | overflowToLeft=false
Menethil Harbour  (3313,7389)  (3324,7439)  | overflowToLeft=false
Circle of Blood  (533,11762)  (483,11803)  (483,11753)  (583,11789)  (633,11805)  | overflowToLeft=false
Dalaran  (2681,5265)  (2631,5277)  (2707,5315)  (2662,5215)  (2731,5235)  | overflowToLeft=false
Stromgarde Road  (3803,6128)  (3753,6153)  (3762,6078)  (3853,6133)  (3903,6157)  (3819,6074)  (3874,6073)  | overflowToLeft=false
Dragons' End  (604,11868)  | overflowToLeft=false
Northdale  (5551,3779)  (5494,3778)  (5431,3763)  (5405,3821)  (5464,3832)  (5528,3839)  (5582,3864)  (5526,3903)  (5468,3892)  (5404,3872)  | overflowToLeft=false
Runestone Shan'dor  (5308,2468)  (5258,2517)  (5295,2418)  (5345,2418)  (5358,2468)  (5208,2554)  (5408,2466)  | overflowToLeft=false
Plaguewood  (4833,3759)  (4783,3808)  (4783,3758)  (4882,3809)  (4833,3709)  (4883,3709)  (4883,3759)  (4733,3814)  (4733,3764)  (4932,3809)  (4933,3724)  (4683,3811)  (4683,3761)  (4633,3787)  (4633,3737)  (4583,3785)  | overflowToLeft=false
Circle of Inner Binding  (4005,6267)  (4054,6317)  (4004,6317)  (3966,6217)  (4016,6217)  (4055,6267)  (4104,6334)  | overflowToLeft=false
Mosshide Den  (4348,8300)  | overflowToLeft=false
Elrendar Falls  (4830,1933)  (4739,2172)  (4912,2121)  (5263,2105)  (5551,2247)  | overflowToLeft=false
Tower of Azora  (3293,10437)  (3243,10486)  (3243,10436)  (3321,10487)  (3325,10387)  (3343,10437)  (3375,10383)  (3193,10497)  (3393,10433)  | overflowToLeft=false
Flame Crest  (4349,9330)  (4299,9379)  (4299,9329)  (4349,9280)  (4399,9311)  (4399,9361)  (4293,9429)  (4249,9379)  (4449,9325)  (4243,9435)  (4456,9375)  (4506,9354)  | overflowToLeft=false
Sunwell Plateau  (5223,636)  (5242,686)  (5231,586)  (5281,558)  | overflowToLeft=false
Warfang Hold  (1217,7661)  (1214,7605)  (1272,7655)  (1178,7687)  (1245,7722)  | overflowToLeft=false
Furlbrow's Pumpkin Farm  (2240,10678)  (2203,10628)  (2253,10628)  (2290,10703)  | overflowToLeft=false
Boulderfist Hall  (4321,6476)  (4271,6507)  (4271,6457)  (4371,6448)  (4421,6441)  | overflowToLeft=false
Thunderspire Peaks  (445,11982)  | overflowToLeft=false
Heroes' Vigil  (3438,10240)  | overflowToLeft=false
Chamber of Battle  (1982,1184)  (1968,1301)  (2018,1338)  (1968,1351)  (2020,1388)  | overflowToLeft=false
Agamand Hills  (2392,3793)  (2524,3772)  (2342,3796)  (2574,3775)  (2588,3920)  (2281,3944)  (2554,3970)  (2527,4020)  | overflowToLeft=false
Sunwell Wall  (5146,822)  | overflowToLeft=false
Temple of Telhamat  (277,12705)  (210,12731)  (220,12785)  (301,12779)  | overflowToLeft=false
Direforge Hill  (4326,6990)  (4276,7039)  (4276,6989)  (4375,7040)  (4326,6940)  (4376,6940)  (4376,6990)  (4274,6939)  (4226,7065)  (4226,7015)  (4426,6947)  (4426,6997)  | overflowToLeft=false
Dragonmaw Garrison  (2524,459)  (2563,509)  (2473,344)  (2523,344)  (2420,343)  (2370,329)  (2470,294)  (2520,294)  (2420,293)  | overflowToLeft=false
Saltspray Glen  (3842,6849)  (3792,6840)  (3891,6899)  (3793,6790)  | overflowToLeft=false
Blackrock Stadium  (2433,649)  (2383,698)  (2482,699)  (2444,599)  (2483,649)  (2333,663)  (2254,690)  (2204,717)  (2204,667)  | overflowToLeft=false
Caer Darrow  (4229,4768)  (4179,4811)  (4179,4761)  (4274,4818)  (4229,4718)  (4279,4725)  | overflowToLeft=false
Uldaman  (4570,8637)  | overflowToLeft=false
Eastwall Gate  (5023,3770)  (5073,3770)  (5123,3770)  (5022,3818)  (5071,3817)  (5121,3817)  (5076,3724)  (5124,3726)  (5092,3795)  | overflowToLeft=false
Ravenholdt  (3555,5500)  (3505,5549)  (3604,5550)  (3512,5450)  (3654,5540)  (3705,5425)  | overflowToLeft=false
Baradin Bay 1  (3655,6676)  (3644,6768)  (3567,6708)  (3534,6610)  (3631,6571)  (3738,6608)  (3752,6708)  | overflowToLeft=false
Expedition Armory  (873,13244)  (823,13280)  (823,13230)  (918,13294)  (923,13210)  | overflowToLeft=false
Baradin Bay 2  (3665,6473)  (3582,6466)  (3562,6394)  (3492,6356)  (3427,6348)  | overflowToLeft=false
Stonefield Farm  (2663,10637)  (2689,10687)  (2665,10587)  (2715,10542)  | overflowToLeft=false
Baradin Bay 5  (3084,6333)  (3023,6348)  (2977,6405)  (3158,6347)  (3242,6379)  | overflowToLeft=false
Plaguemist Mountains  (4443,5063)  (4393,5112)  (4393,5062)  (4492,5113)  (4443,5013)  (4493,5013)  (4493,5063)  (4391,5012)  (4442,5162)  (4392,5162)  (4343,5112)  (4343,5062)  (4542,5113)  (4542,5163)  (4492,5163)  (4441,4963)  (4491,4963)  (4541,4963)  (4543,5013)  (4543,5063)  (4341,5012)  (4342,4962)  (4293,5151)  (4293,5101)  (4592,5113)  (4593,5027)  (4291,5051)  (4291,5001)  | overflowToLeft=false
Baradin Bay 6  (3296,6932)  (3276,7060)  (3208,6962)  (3217,6842)  (3318,6820)  (3387,6909)  (3406,6812)  | overflowToLeft=false
Baradin Bay 3  (3196,5999)  (3125,6027)  (3223,6086)  (3125,6112)  (3317,6108)  (3217,6179)  (3155,6213)  (3313,6242)  | overflowToLeft=false
Baradin Bay 4  (2812,6121)  (2913,6122)  (2836,6225)  (2961,6212)  (2885,6341)  (2777,6303)  | overflowToLeft=false
Baradin Bay 9  (2846,6800)  (2942,6869)  (2836,6951)  (2763,6852)  (2729,6737)  (2829,6653)  (2946,6742)  (3025,6819)  (2998,6955)  | overflowToLeft=false
Baradin Bay 7  (3163,7414)  (3243,7521)  (3101,7482)  (3170,7597)  (3031,7599)  (2927,7638)  | overflowToLeft=false
Eastpoint Tower  (3454,5756)  (3404,5785)  (3404,5735)  (3454,5706)  (3504,5724)  (3504,5774)  (3354,5768)  (3554,5749)  | overflowToLeft=false
Alterac Valley  (3421,5173)  (3369,5204)  (3432,5224)  (3389,5263)  (3445,5281)  | overflowToLeft=false
Baradin Bay 8  (2504,6529)  (2408,6577)  (2337,6643)  (2494,6634)  (2416,6710)  (2320,6750)  | overflowToLeft=false
Lordamere River  (3372,4675)  | overflowToLeft=false
North Sanctum  (5058,1984)  (5008,2023)  (5008,1973)  (5107,2034)  (5108,1942)  (4958,1958)  (5157,1992)  | overflowToLeft=false
Gor'gaz Outpost  (709,13236)  (725,13286)  (696,13186)  | overflowToLeft=false
Anglepoint Wharf  (663,8564)  (715,8547)  (749,8594)  (799,8612)  (853,8635)  | overflowToLeft=false
Tirion's Cottage  (4194,3994)  (4193,4053)  (4206,4119)  (4267,4176)  | overflowToLeft=false
Skitterweb Tunnels  (2226,1373)  (2276,1373)  (2130,1355)  (2326,1375)  (2247,1508)  | overflowToLeft=false
Hammerfall  (4751,5938)  (4752,5887)  (4703,5885)  (4650,5884)  (4695,5936)  (4647,5940)  (4685,5994)  | overflowToLeft=false
Revantusk Village  (5323,5676)  (5329,5621)  (5317,5567)  (5327,5511)  (5357,5453)  (5396,5400)  | overflowToLeft=false
Southern Rampart  (676,13017)  (626,13066)  (626,12996)  (700,13067)  (676,12967)  (726,12967)  (726,13017)  (650,13116)  | overflowToLeft=false
Kyross  (4216,10928)  | overflowToLeft=false
Twilight Grove  (3117,10941)  (3067,10944)  (3161,10991)  (3086,10891)  (3136,10891)  (3167,10941)  (3111,10994)  | overflowToLeft=false
Raven Hill Cemetery  (2737,10967)  (2687,11016)  (2687,10966)  (2741,11017)  (2737,10917)  (2787,10917)  (2787,10967)  (2685,10916)  | overflowToLeft=false
Molten Core  (1858,1582)  (2015,1756)  (2164,1667)  | overflowToLeft=false
Fallow Sanctuary  (4915,10726)  (4865,10775)  (4865,10725)  (4964,10776)  (4915,10676)  (4965,10676)  (4965,10726)  (4863,10675)  (4892,10825)  (4913,10626)  (5015,10719)  | overflowToLeft=false
Underlight Mines  (4863,3088)  (4813,3137)  (4813,3087)  (4912,3138)  (4863,3038)  (4913,3046)  (4896,3188)  (4842,2988)  | overflowToLeft=false
Zeb'Watha  (5525,2374)  (5520,2424)  (5514,2324)  (5493,2274)  | overflowToLeft=false
Darrow Hill  (3070,5599)  (3020,5648)  (3020,5598)  (3071,5649)  (3084,5549)  (3120,5599)  (3134,5535)  (2982,5548)  (3021,5698)  (3170,5591)  (3092,5485)  (2980,5748)  | overflowToLeft=false
Dragonmaw Hills  (5091,7140)  (5041,7189)  (5041,7139)  (5140,7190)  (5091,7090)  (5141,7090)  (5141,7140)  (5039,7089)  (5090,7239)  (5040,7239)  (4991,7189)  (4991,7139)  (5190,7190)  (5190,7240)  (5140,7240)  (4990,7239)  (5089,7040)  (5139,7040)  (5191,7075)  (5191,7125)  (4989,7089)  (4989,7039)  (5039,7039)  (5090,7289)  (5240,7270)  (5190,7290)  (5140,7290)  (5089,6990)  (5241,7076)  (4964,6989)  (5014,6989)  (5248,7320)  (5090,7339)  (5198,7340)  (5148,7340)  (5064,6940)  (5114,6940)  (5291,7054)  (4924,6939)  (4974,6939)  (5253,7370)  (4874,6905)  (5098,7389)  (5203,7390)  (5153,7390)  (4924,6889)  (4974,6889)  (5262,7420)  (4882,6839)  (4932,6839)  (4982,6839)  | overflowToLeft=false
Dustwind Hill  (4749,8831)  | overflowToLeft=false
Blackwing Descent  (1555,1260)  (1520,1168)  (1641,1164)  (1726,1111)  (1727,1005)  | overflowToLeft=false
Jaguero Isle  (3021,13174)  (2971,13223)  (2971,13173)  (3070,13224)  (3021,13124)  (3071,13124)  (3071,13174)  (2969,13123)  (3017,13273)  (3070,13074)  | overflowToLeft=false
Purespring Valley  (4155,11058)  (4133,11008)  | overflowToLeft=false
Stormwatch Peak  (1245,7787)  (1298,7788)  (1301,7732)  | overflowToLeft=false
Camp Boff  (4773,9172)  (4723,9221)  (4723,9171)  (4797,9222)  (4800,9122)  (4823,9172)  | overflowToLeft=false
Galardell Valley  (4560,10279)  (4510,10301)  (4598,10229)  | overflowToLeft=false
Westfall Shore  (2428,10896)  (2445,10946)  (2421,10846)  (2476,10996)  (2426,10996)  (2410,10796)  (2500,11046)  | overflowToLeft=false
Razaan's Landing  (867,11715)  (887,11665)  (862,11765)  (831,11815)  | overflowToLeft=false
Waycrest Manor  (370,8525)  (424,8555)  (342,8590)  (400,8612)  (352,8655)  | overflowToLeft=false
Bloodsail Compound  (2599,12517)  (2549,12559)  (2549,12509)  (2599,12467)  (2649,12477)  (2649,12527)  (2676,12577)  (2499,12564)  (2499,12514)  (2699,12503)  (2494,12464)  | overflowToLeft=false
Venomweb Vale  (3324,4149)  (3274,4198)  (3274,4148)  (3373,4199)  (3324,4099)  (3374,4099)  (3374,4149)  (3272,4098)  (3224,4152)  (3423,4199)  (3412,4249)  (3322,4049)  (3372,4049)  | overflowToLeft=false
Watchman's Rise  (438,8795)  (497,8810)  (414,8848)  (444,8896)  (476,8855)  | overflowToLeft=false
Ariden's Camp  (3904,10936)  (3875,10886)  (3954,10928)  (3927,11055)  (3884,11138)  (3936,11193)  | overflowToLeft=false
Blackwing Coven  (140,11527)  (90,11566)  (90,11516)  (165,11577)  (140,11477)  | overflowToLeft=false
The Stair of Destiny  (1528,12824)  (1478,12873)  (1478,12823)  (1577,12874)  (1528,12774)  (1578,12774)  (1578,12824)  (1527,12923)  (1477,12923)  (1627,12874)  (1627,12924)  (1577,12924)  (1499,12724)  (1549,12724)  (1599,12724)  (1628,12774)  (1628,12824)  (1527,12973)  (1477,12973)  (1663,12974)  (1613,12974)  (1489,12674)  (1539,12674)  (1589,12674)  (1563,13023)  (1513,13023)  (1644,13024)  (1500,12624)  (1550,12624)  (1594,13073)  | overflowToLeft=false
Mount Cortis  (667,9050)  (735,9082)  (701,9139)  (649,9114)  (593,9047)  (519,9041)  (572,8974)  (644,8986)  (685,8943)  (607,8906)  | overflowToLeft=false
Goldenmist Village  (4788,2657)  (4792,2707)  (4746,2607)  (4838,2644)  | overflowToLeft=false
Tidebreak Summit  (1480,7744)  (1455,7690)  (1399,7676)  (1344,7666)  (1436,7604)  (1383,7612)  (1316,7587)  (1321,7529)  (1390,7538)  (1457,7542)  | overflowToLeft=false
Death's Door  (770,11980)  (717,11981)  (736,12037)  (791,12039)  (743,12095)  (802,12107)  | overflowToLeft=false
Gurubashi Arena  (2727,12379)  (2677,12398)  (2677,12348)  (2776,12429)  (2733,12329)  (2777,12379)  (2783,12328)  | overflowToLeft=false
Thunderhold Stronghold  (559,11910)  (509,11874)  (499,11928)  (497,11983)  (561,11966)  | overflowToLeft=false
Magister's Terrace  (5360,466)  (5375,516)  (5371,416)  (5421,435)  | overflowToLeft=false
Shadowfang Keep  (2035,5490)  (1985,5503)  (2085,5497)  | overflowToLeft=false
East Sanctum  (5353,2257)  (5303,2306)  (5303,2256)  (5403,2234)  (5403,2284)  (5319,2206)  | overflowToLeft=false
Loch Modan  (4916,8198)  (4866,8205)  (4866,8155)  (4965,8248)  (4916,8148)  (4966,8150)  (4915,8255)  | overflowToLeft=false
South Dead Scar  (5091,2668)  (5063,2735)  (5037,2893)  (5049,2804)  | overflowToLeft=false
Iceveil Glacier  (584,9206)  (645,9207)  (526,9254)  (579,9261)  (635,9265)  (526,9311)  (493,9367)  (559,9380)  | overflowToLeft=false
Misty Valley  (4149,10787)  (4099,10763)  (4199,10815)  | overflowToLeft=false
Mizjah Ruins  (2943,11955)  (2929,12005)  (2953,11905)  | overflowToLeft=false
Bloodwash Cavern  (4615,11951)  (4671,11931)  (4694,11874)  (4741,11919)  (4795,11894)  | overflowToLeft=false
Olsen's Farthing  (2096,5253)  (2046,5277)  (2046,5227)  (2145,5303)  (2096,5203)  (2146,5204)  | overflowToLeft=false
Deatholme  (4927,3358)  (4877,3407)  (4877,3357)  (4976,3408)  (4927,3308)  (4977,3308)  (4977,3358)  (4875,3307)  (4947,3258)  (4997,3258)  (5027,3326)  | overflowToLeft=false
South Highland Range  (5343,8228)  (5293,8277)  (5293,8227)  (5392,8278)  (5343,8178)  (5393,8178)  (5393,8228)  (5291,8177)  (5342,8327)  (5292,8327)  (5243,8277)  (5243,8227)  (5442,8278)  (5442,8328)  (5392,8328)  (5242,8328)  (5341,8128)  (5391,8128)  (5441,8128)  (5443,8178)  (5443,8228)  (5241,8177)  (5241,8127)  (5291,8127)  (5491,8080)  (5342,8377)  (5292,8377)  (5193,8278)  (5193,8228)  (5492,8278)  (5492,8328)  (5492,8378)  (5442,8378)  (5392,8378)  (5242,8378)  (5192,8336)  (5341,8078)  (5391,8078)  (5441,8078)  (5493,8130)  (5493,8180)  (5191,8178)  (5191,8128)  (5191,8078)  (5241,8077)  (5291,8077)  (5519,8030)  (5541,8080)  (5342,8427)  (5542,8230)  (5542,8280)  | overflowToLeft=false
Western Dun Morogh  (2373,8156)  (2323,8205)  (2323,8155)  (2422,8206)  (2373,8106)  (2423,8111)  (2321,8105)  (2372,8255)  (2322,8255)  (2273,8162)  (2472,8161)  (2371,8056)  (2315,8055)  (2421,8022)  (2408,8305)  (2358,8305)  (2308,8305)  (2322,8005)  (2471,7989)  | overflowToLeft=false
Roland's Doom  (3472,11264)  (3466,11214)  | overflowToLeft=false
Black Channel Marsh  (3566,7238)  (3516,7282)  (3516,7232)  (3582,7288)  (3616,7210)  (3466,7252)  (3564,7338)  (3666,7194)  (3416,7248)  (3716,7169)  | overflowToLeft=false
North Badlands Hill  (4532,8951)  | overflowToLeft=false
Broken Wilds  (1032,11620)  (1003,11570)  | overflowToLeft=false
Eastern Strand  (3288,5905)  (3335,5960)  (3348,6022)  (3406,6005)  (3431,6065)  | overflowToLeft=false
Drywhisker Mine  (4075,5861)  (4134,5870)  (4084,5923)  (4141,5938)  (4147,5995)  (4199,5960)  (4233,5998)  | overflowToLeft=false
Deeprun Tram  (97,390)  (47,439)  (47,389)  (142,440)  (97,340)  (147,340)  (45,339)  | overflowToLeft=false
The Living Grove  (247,12175)  (241,12225)  (297,12168)  | overflowToLeft=false
Dalaran Remnant Camp  (2636,5369)  (2636,5421)  (2691,5370)  (2691,5421)  (2748,5369)  (2804,5370)  (2799,5315)  (2801,5264)  (2852,5259)  (2850,5204)  (2794,5204)  (2736,5154)  | overflowToLeft=false
Camp Kosh  (4830,8772)  (4851,8722)  | overflowToLeft=false
The Green Belt  (4403,7131)  (4353,7166)  (4453,7099)  (4453,7149)  (4503,7128)  (4534,7178)  | overflowToLeft=false
Baradin Bay 13  (2305,7490)  (2269,7573)  (2175,7614)  (2068,7585)  (2300,7647)  (2380,7607)  (2395,7522)  (2312,7387)  | overflowToLeft=false
Baradin Bay 12  (2056,6734)  (2090,6820)  (2090,6901)  (2089,7021)  (2031,7075)  (1891,7142)  (1945,6715)  | overflowToLeft=false
West Badlands Hill  (4258,9127)  | overflowToLeft=false
Baradin Bay 11  (2500,7106)  (2479,7215)  (2359,7141)  (2397,7041)  (2499,6975)  (2615,7020)  (2634,7133)  (2578,7248)  | overflowToLeft=false
Baradin Bay 10  (2846,7351)  (2837,7464)  (2731,7471)  (2719,7343)  (2766,7250)  (2859,7238)  (2976,7246)  (2969,7332)  (2929,7446)  | overflowToLeft=false
Everstill Bridge  (4014,10444)  (3964,10451)  (4064,10435)  (3914,10448)  | overflowToLeft=false
Elder's Square  (4076,660)  (4040,700)  (4127,705)  (4062,758)  (4121,760)  | overflowToLeft=false
Hushed Bank  (2607,11052)  | overflowToLeft=false
Karazhan  (3862,11296)  | overflowToLeft=false
Vekhaar Stand  (1003,12149)  (953,12167)  | overflowToLeft=false
Gol Koval  (794,9134)  (781,9191)  (728,9223)  (894,9129)  (843,9181)  (800,9248)  (868,9235)  | overflowToLeft=false
Twin Ziggurats  (5013,3009)  (4963,2991)  (5027,3059)  (5032,3109)  | overflowToLeft=false
Zeb'Tela  (5581,2985)  (5584,2935)  (5631,2987)  (5673,2875)  | overflowToLeft=false
